docid,author,realname,pseudonym,gender,nationality,authordate,inferreddate,firstpub,latestcomp,allcopiesofwork,copiesin25yrs,enumcron,imprint,genres,subjects,category,shorttitle
njp.32101067707628,"Beazley, Samuel",,,,,1786-1851.,1828,,1828,6,6,vol.1,London;H. Colburn;1828.,Fiction|NotFiction,"Lytton, Edward Bulwer Lytton|1803-1873|supposed author|Baron",,The roué
uiuo.ark+=13960=t1hh6x30p,Gore,,,,,,1829,,1829,2,2,v.1,London;H. Colburn;1829.,,,,Romances of real life
uiuo.ark+=13960=t99605q13,,,,,,,1829,,1829,2,2,v.3,"London;H. Colburn, New Burlington Street;1829.",,823SCH65,,The School of fashion
hvd.32044012556544,"Leggett, William",,,,,1801-1839.,1829,,1829,3,3,,New York;Harper;1829.,Fiction|NotFiction,,,Tales and sketches
nyp.33433074964598,"Banim, John",,,,,1798-1842.,1830,,1830,9,9,v. 2,New York;Printed by J. & J. Harper;1830.,Fiction,,,The denounced
mdp.39015031644431,"Hook, Theodore Edward",,,,,1788-1841.,1830,,1830,10,10,v.3,London;H. Colburn and R. Bentley;1830.,Fiction,English fiction,,Maxwell
nyp.33433075764427,"Warren, Samuel",,,,,1807-1877.,1831,,1831,5,5,v. 1,New York;J. & J. Harper;1831.,Fiction|NotFiction,,,Affecting scenes : being passages from the diary of a physician
uc2.ark+=13960=t3610xr39,"Morier, James Justinian",,,,,1780?-1849.,1832,,1832,4,4,v.1,London;R. Bentley;1832.,,,,Zohrab
nyp.33433076052749,"Taylor, Jane",,,,,1783-1824.,1832,,1824,4,4,v. 3,Boston;Perkins & Marvin;1832.,NotFiction,English literature,,The writings of Jane Taylor
uiuo.ark+=13960=t5v70147x,"James, G. P. R. (George Payne Rainsford)",,,,,1801?-1860.,1832,,1832,4,4,v.2,London;R. Bentley;1832.,Fiction|NotFiction,,,The string of pearls
uc2.ark+=13960=t6445pn55,"Morier, James Justinian",,,,,1780?-1849.,1834,,1834,9,9,v.01,London;R. Bentley;1834.,Fiction,,,"Ayesha, the maid of Kars"
nyp.33433076094352,"Knapp, Samuel L. (Samuel Lorenzo)",,,,,1783-1838.,1834,,1834,2,2,,New York;Printed by West & Trow;1834.,Fiction,American fiction,,Tales of the garden of Kosciusko
mdp.39015063560430,"Howitt, Mary Botham",,,,,1799-1888.,1836,,1836,10,10,v.2,London;R. Bentley;1836.,Fiction|NotFiction,,,"Wood Leighton : or, A year in the country"
uc1.b3324315,"Hall, S. C., Mrs",,,,,1800-1881.,1837,,1837,6,6,v. 1,London;H. Colburn;1837.,Fiction,Irish fiction,,Uncle Horace : a novel
hvd.32044090343690,"Gore, (Catherine Grace Frances), Mrs",,,,,1799-1861.,1838,,1838,3,3,v.3,London;H. Colburn;1838.,Fiction,,,"Mary Raymond, and other tales"
hvd.32044024457657,"Goethe, Johann Wolfgang von",,,,,1749-1832.,1840,,1832,45,12,v.2,Philadelphia;Lea and Blanchard;1840.,NotFiction|Bibliographies|Fiction|UnknownGenre,Fiction|German,,Wilhelm Meister's apprenticeship and travels
uiuo.ark+=13960=t2w38bv57,"Pickering, Ellen",,,,,d. 1843.,1840,,1840,3,3,v.2,London;T. & W. Boone;1840.,,823P585W,,Who shall be heir?
njp.32101067179315,"Trollope, Frances Milton",,,,,1780-1863.,1841,,1841,3,3,v.1,London;Henry Colburn;1841.,,"Browne, Hablot Knight|1815-1882",,"Charles Chesterfield : or, the adventures of a youth of genius"
nyp.33433067347041,"Ingemann, Bernhard Severin",,,,,1789-1862.,1843,,1843,3,3,v. 1,"London;Longman, Brown, Green, & Longmans;1843.",Fiction,"History|Fiction|Erik Menved, 1286-1319",,"King Eric and the outlaws, or, The throne, the church, and the people : in the thirteenth century"
uiuo.ark+=13960=t2q53050z,Gore,,,,,,1843,,1843,3,3,v.2,London;Richard Bentley;1843.,,823G66CE1843,,"Cecil, or, The adventures of a coxcomb"
uiuo.ark+=13960=t3320j74x,"Lever, Charles James",,,,,1806-1872.,1844,,1844,4,3,v.2,London;Henry Colburn;1844.,NotFiction,,,Arthur O'Leary
uiuo.ark+=13960=t15m6j33h,"Colquhoun, Katharine",,,,,,1844,,1844,3,3,v.1,London;T.C. Newby;1844.,,Saxony (Germany)|1423-1815|Elector of Saxony|Fiction|1521-1553|History|Maurice,,"Maurice, the Elector of Saxony"
uc1.b3321966,"Cobbold, Richard",,,,,1797-1877.,1846,,1846,3,3,v.1,London;H. Colburn;1846.,Fiction,,,"Mary Anne Wellington : the soldier's daughter, wife and widow"
uiuo.ark+=13960=t8sb4r697,"Wallace, Ellen",,,,,,1846,,1846,3,3,v.2,London;R. Bentley;1846.,,,,Margaret Capel
uiuo.ark+=13960=t3320hb6t,"North, William",,,,,d. 1854.,1847,,1847,3,3,v.2,London;T.C. Newby;1847.,,,,"The impostor, or, Born without a conscience"
uc2.ark+=13960=t6xw48g2v,"Myers, P. Hamilton (Peter Hamilton)",,,,,1812-1878.,1848,,1848,5,5,,"New York;G. P. Putnam; [etc., etc.;1848.",Fiction,"Fiction|New York (State)|History|Colonial period, ca. 1600-1775",,The first of the Knickerbockers: a tale of 1673
nyp.33433074930037,"Brontë, Anne",,,,,1820-1849.,1848,,1848,23,2,,New York;Harper & brothers;1848.,Domestic fiction|ContainsBiogMaterial|NotFiction|Bibliographies|Fiction|UnknownGenre,Married women|19th century|English fiction|England|Fiction|Social life and customs|Fiction|Landlord and tenant|Social life and customs|Alcoholics|Alcoholism,,The tenant of Wildfell Hall
uiuo.ark+=13960=t3kw5sm3s,"Grant, James",,,,,1822-1887.,1848,,1848,7,6,v.2,"London;Smith, Elder;1848.",Fiction,,,"Adventures of an aide-de-camp, or A campaign in Calabria"
uiuo.ark+=13960=t50g48273,"Paton, A. A",,,,,,1851,,1851,6,6,v.3,London;Bentley;1851.,,,,The mamelukes
uiuo.ark+=13960=t19k51v83,"Dickens, Charles",,,,,1812-1870.,1852,,1852,41,12,v.3,Leipzig;Bernh. Tauchnitz Jun.;1852-1853.,Legal stories|NotFiction|Bibliographies|Fiction|Bildungsromans|Didactic fiction|Domestic fiction|ContainsBiogMaterial,"Illegitimate children|Dickens, Charles|Inheritance and succession|Fiction|London (England)|Social problems|Young women|Guardian and ward|1812-1870",,Bleak house
njp.32101068178688,"Herbert, Henry William",,,,,1807-1858.,1853,,1853,2,2,,New York;Redfield;1853.,Fiction,Fiction|History,,"The chevaliers of France, from the crusaders to the marechals of Louis XIV"
uc2.ark+=13960=t08w3hh7p,"Paul, Howard",,,,,1835-1905.,1853,,1853,2,2,,New York;Garrett & co.;1853.,,,,Dashes of American humor
mdp.39015059378540,"Yonge, Charlotte M. (Charlotte Mary)",,,,,1823-1901.,1854,,1854,10,8,v.1,London;J. W. Parker and son;1854.,Fiction|NotFiction,,,"Heartsease; or, the brother's wife"
uc2.ark+=13960=t91837s15,"Otis, Harrison Gray, Mrs",,,,,1796-1873.,1854,,1854,2,2,,"Boston;Ticknor, Reed, and Fields;1854.",,,,The Barclays of Boston
nyp.33433073355830,"Gogolʹ, Nikolaĭ Vasilʹevich",,,,,1809-1852.,1854,,1852,2,2,v. 2.,"London;Hurst and Blackett, Publishers;1854.",Fiction,Fiction|1533-1917|Social life and customs,,Home life in Russia
loc.ark+=13960=t3pv6rx2w,"Hopkins, Samuel",,,,,1807-1887.,1856,,1856,4,4,,"Boston;J. P. Jewett;New York;Sheldon, Blakeman;1856.",,"1580-1631|Smith, John|History|Virginia|Colonial period, ca. 1600-1775",,The youth of the Old Dominion
uiuo.ark+=13960=t3nw02p9m,"Ponsonby, Emily",,,,,,1856,,1856,2,2,v.1,London;Hurst and Blackett;1856.,,,,The young Lord
nyp.33433082514716,"Malory, Thomas, Sir",,,,,active 15th century.,1858,,1858,19,9,v. 1,London;J.R. Smith;1858.,Bibliographies|Fiction|NotFiction,Arthurian romances|Knights and knighthood|Kings and rulers|Romances,,La mort d'Arthure. The history of King Arthur and of the knights of the Round Table
uiuo.ark+=13960=t3tt56p15,"Lee, Holme",,,,,1828-1900.,1859,,1859,4,4,v.3,"London;Smith, Elder;1859.",Fiction,American fiction,,Against wind and tide
mdp.39015063543824,"Brough, Robert B. (Robert Barnabas)",,,,,1828-1860.,1860,,1860,2,2,v.1,London;W. Kent & co.;1860.,Fiction,,,"Which is which? or, Miles Cassidy's contract. A picture story"
uiuo.ark+=13960=t3bz6t881,"Sala, George Augustus",,,,,1828-1895.,1860,,1860,6,6,v.3,London;Charles F. Skeet;1860.,,,,"The Baddington peerage: who won, and who wore it"
uc1.b269192,"Vidocq, Eug??ne Fran?_ois",,,,,,1860,,1860,2,2,,New York;G. Routledge;186-?,,"Criminals|Vidocq, Eug????ne Fran???_ois|France|1775-1857",,"Vidocq, the French police spy"
uc2.ark+=13960=t5n87479m,"Robbins, Sarah Stuart, Mrs",,,,,1817-1910.,1860,,1860,2,2,,"New York;R. Carter;1868, c1860.",NotFiction,,,Win and wear
uiuo.ark+=13960=t0ht34m31,"Jolly, Emily",,,,,,1860,,1860,4,4,v.2,London;Hurst and Blackett;1860.,Fiction,"English fiction|Fiction, English",,Bond and free
njp.32101068971058,"Kavanagh, Julia",,,,,1824-1877.,1860,,1860,7,7,vol.3,London;Hurst and Blackett;1860.,Fiction,,,"Seven years, and other tales"
uiuo.ark+=13960=t5v69sj03,"Dawson, Flora",,,,,1806-1876.,1864,,1864,4,4,v.1,London;R. Bentley;1864.,,,,"Princes, public men, and pretty women"
uiuo.ark+=13960=t0jt0c18w,"Dickens, Charles",,,,,1812-1870.,1864,,1864,40,16,v.3,"New York;J. Bradburn, 1864-65.",Satire|ContainsBiogMaterial|NotFiction|Bibliographies|Love stories|Fiction,"Dickens, Charles|Inheritance and succession|Fiction|London (England)|Poor families|Deception|Social classes|1812-1870",,Our mutual friend
mdp.39015058549463,"Southey, Robert",,,,,1774-1843.,1865,,1843,4,4,,"London;Longmans, Green, and co.;1865.",Fiction,,,"The doctor, &c"
njp.32101068176609,"Chamberlain, N. H. (Nathan Henry)",,,,,1828-1901.,1865,,1865,3,3,,New York;Carleton;1865.,NotFiction,,,The autobiography of a New England farm-house; a book
nyp.33433075727382,"Fitzgerald, Percy Hetherington",,,,,1834-1925.,1865,,1865,5,5,v. 2,London;Chapman and Hall;1865.,Fiction,,,Never forgotten
uiuo.ark+=13960=t6g16kp69,"Lawrence, George A. (George Alfred)",,,,,1827-1876.,1866,,1866,5,5,v.3,London;Tinsley Brothers;1866.,Fiction,English fiction,,"Sans merci; or, Kestrels and falcons"
ncs1.ark+=13960=t7vm4kg7w,"Paludan-Müller, Frederik",,,,,,1867,,1867,2,2,1867,"London;Macmillan and Co.;1867;(London;R. Clay, Son, and Taylor)",Fiction,"Mexico|Battles|Adventure stories|Inquisition|Juvenile fiction|Hermits|Knights and knighthood|Love stories|Fountain of youth (Legendary place)|Conquest, 1519-1540|History",,The fountain of youth
uiuo.ark+=13960=t17m0xt0c,"Trollope, Thomas Adolphus",,,,,1810-1892.,1868,,1868,3,3,v.2,London;Chapman & Hall;1868.,,,,The dream numbers
uiuo.ark+=13960=t7tm7kz9z,"Fullom, S. W",,,,,,1868,,1868,3,3,v.3,London;R. Bentley;1868.,,,,Time will tell;
njp.32101066458710,"Ellis, Sarah Stickney",,,,,1799-1872.,1868,,1868,3,3,v.1,London;Hurst;1868.,NotFiction,,,Northern roses : a Yorkshire story
uc1.b111410,"Arthur, T. S. (Timothy Shay)",,,,,1809-1885.,1871,,1871,2,2,,"Philadelphia;J.M. Stoddart & co.;New York;W. Gibson, jr.;c1871",,,,"Orange blossoms, fresh and faded"
uiuo.ark+=13960=t2t44bz9q,"Walmsley, Hugh Mulleneux",,,,,,1871,,1871,3,3,v.3,London;R. Bentley;1871.,,,,The life guardsman
uc1.b3125218,"Guernsey, Lucy Ellen",,,,,1826-1899.,1874,,1874,2,2,,New York;T. Whittaker;1874,Fiction,,,"Lady Rosamond's book, being the second part of the Stanton-Corbet chronicles"
uiuo.ark+=13960=t20c5g68c,"Helps, Arthur, Sir",,,,,1813-1875.,1874,,1874,5,5,v.1,London;W. Isbister;1874.,,Fiction|Court and courtiers|Soviet Union,,Ivan de Biron;
nyp.33433076092190,"Eliot, George",,,,,1819-1880.,1876,,1876,36,26,"v. 7 (Middlemarch, no. 2)",New York;Harper;1876.,Autobiography|NotFiction|Pastoral fiction|Fiction|UnknownGenre,"social life and customs|English literature|England|Fiction|Social life and customs|Fiction|Eliot, George|19th century|1819-1880",,Middlemarch
uc1.b4105110,"Eliot, George",,,,,1819-1880.,1876,,1876,71,49,v.9,New York;Harper;1876.,NotFiction|Novel|Bibliographies|Fiction|Didactic fiction|Jewish fiction|Autobiography|NotBiographical,"Marriage|English literature|England|Fiction|Social life and customs|Upper class|Jews|Eliot, George|19th century|1819-1880|Zionists",,Daniel Deronda
uc2.ark+=13960=t7jq0td5n,"Miller, J. (Joaquin)",,,,,1837-1913.,1876,,1876,2,2,,New York;G. W. Carleton;1876.,Fiction,,,The one fair woman
uc2.ark+=13960=t0cv4d859,"Harland, Marion",,,,,1830-1922.,1876,,1876,2,2,,New York;G. W. Carleton;1876.,,,,My little love
uc2.ark+=13960=t2w37rr8x,"Fitzgerald, Percy Hetherington",,,,,1834-1925.,1876,,1876,3,3,v.3,London;R. Bentley;1876.,,,,"The parvenu family; or, Phoebe: girl and wife"
uc2.ark+=13960=t3xs5q555,"Trollope, Frances Eleanor",,,,,,1876,,1876,3,3,v.3,London;Chapman and Hall;1876.,,,,A charming fellow
uiuo.ark+=13960=t6j10ks03,"Braddon, M. E. (Mary Elizabeth)",,,,,1835-1915.,1876,,1876,6,6,v.2,London;J. Maxwell and Co.;1876.,Fiction|NotFiction,,,Dead men's shoes
uiuo.ark+=13960=t8hd8cn6s,"Braddon, M. E. (Mary Elizabeth)",,,,,1835-1915.,1879,,1879,4,4,v.1,London;J. and R. Maxwell;1879.,,,,Vixen
uiuo.ark+=13960=t07w6q90x,"Crommelin, May",,,,,,1881,,1881,3,3,v.1,London;Hurst and Blackett;1881.,,,,Miss Daisy Dimity
njp.32101067707412,"Blackmore, R. D. (Richard Dooddridge)",,,,,1825-1900.,1884,,1884,12,12,vol.2,Leipzig;Tauchnitz;1884.,Fiction,Fiction|Satire|Social movements,,"The remarkable history of Sir Thomas Upmore, bart., M. P., formerly known as ""Tommy Upmore"""
uc1.b4104195,"Thackeray, William Makepeace",,,,,1811-1863.,1885,,1863,6,4,,New York;G. Munro's sons;1885,Fiction|NotFiction,,,"The rose and the ring; or, The history of Prince Giglio and Prince Bulbo.  A fireside pantomime of great and small children"
uc2.ark+=13960=t0vq2sn8f,"Henty, G. A. (George Alfred)",,,,,1832-1902.,1885,,1885,11,11,,"London;Blackie & Son, limited;1885",Juvenile audience|Novel|Fiction,"Alfred, 871-899|Great Britain|King of England|849-899|Alfred|History|Juvenile fiction",,The dragon and the raven
uc2.ark+=13960=t10p1901j,"Malet, Lucas",,,,,1852-1931.,1885,,1885,3,3,v.2,Leipzig;B. Tauchnitz;1885.,,,,Colonel Enderby's wife
coo.31924065002358,"Yonge, Charlotte M. (Charlotte Mary)",,,,,1823-1901.,1885,,1885,7,7,v.2,Leipzig;B. Tauchnitz;1885.,Fiction|NotFiction,823Y8TW,,The two sides of the shield
uc1.b4380138,"Lowell, James Russell",,,,,1819-1891.,1886,,1886,2,2,,"Boston;New York;Houghton, Mifflin and company;1887.",NotFiction,"Lincoln, Abraham|1809-1865",,"Democracy, and other addresses"
mdp.39015063975463,"Shorthouse, J. H. (Joseph Henry)",,,,,1834-1903.,1886,,1886,3,3,,London;New York;Macmillan and co.;1888.,Fiction,,,Sir Percival; a story of the past and of the present
uiuo.ark+=13960=t1gh9rt8q,"Black, William",,,,,1841-1898.,1890,,1890,9,9,v.1,"London;S. Low, Marston, Searle, & Rivington;1890.",Fiction,,,The new prince fortunatus
uiuo.ark+=13960=t1cj8rk2q,Ouida,,,,,1839-1908.,1890,,1890,6,6,v.2,London;Chatto & Windus;1890.,Fiction,,,Syrlin
uc1.b3328942,"Meredith, George",,,,,1828-1909.,1891,,1891,23,18,v. 3,"London;Chapman and Hall, limited;1891.",Bibliographies|Fiction|NotFiction,Fiction|Tobacco,,One of our conquerors
mdp.39015065758065,"Grant, Robert",,,,,1852-1940.,1892,,1892,2,2,,New York;C. Scribner's sons;1892.,NotFiction,,,The reflections of a married man
uc2.ark+=13960=t9m32s75q,"Kipling, Rudyard",,,,,1865-1936.,1892,,1892,4,4,,London;W. Heinemann;1892.,NotFiction,,,The naulahka;
uiuo.ark+=13960=t2988xr4w,"Doyle, Arthur Conan, Sir",,,,,1859-1930.,1893,,1893,8,8,v.3,"London;Longmans, Green and Co.;1893.",NotFiction,"France|Huguenots|Fiction|Canada|History|To 1763 (New France)|Louis XIV, 1643-1715",,The refugees
uc2.ark+=13960=t8rb6xq61,"Zangwill, Israel",,,,,1864-1926.,1893,,1893,5,2,,New York;London;Macmillan and co.;1909.,Fiction|NotFiction,,,The King of Schnorrers
nyp.33433074866611,"Kipling, Rudyard",,,,,1865-1936.,1893,,1893,23,20,,"New York;Doubleday, Page;1908;Appleton;c1893",English fiction|NotFiction|Fiction|UnknownGenre,,,Many inventions
uc1.b3324209,"Huth, Alfred Henry",,,,,1850-1910.,1894,,1894,2,2,,"London;New York;Longmans, Green, and co.;1894.",Fiction,,,"A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman: wherein is truly set down the manner of his taking, the long time of his slavery in Algiers, and means of his delivery"
uc2.ark+=13960=t5q819804,"Crockett, S. R. (Samuel Rutherford)",,,,,1860-1914.,1896,,1896,3,3,,New York;Harper and brothers;1896.,,"Scotland|Fiction|James VI, 1567-1625|History",,The gray man
uiuo.ark+=13960=t07w6rt21,"Gissing, Algernon",,,,,1860-1937.,1896,,1896,2,2,v.1,London;Hurst and Blackett;1896.,,,,The sport of stars
nyp.33433082364617,"Byron-Curtiss, A. L. (Arthur Lester)",,,,,b. 1871.,1897,,1897,2,2,,"Boonville, N.Y.;The Willard Press;1912, [c1897].",Biography|NotFiction,"Foster, Nathaniel|Frontier and pioneer life|New York (State)|History|1767?-1840|Adirondack Mountains",,The life and adventures of Nat Foster : trapper and hunter of the Adirondacks
njp.32101041824978,"Sienkiewicz, Henryk",,,,,1846-1916.,1897,,1897,3,3,,"Boston;Little, Brown, and Company;1897.",Fiction|NotFiction,,,Without dogma. A novel of modern Poland
uc1.$b358697,"Boothby, Guy Newell",,,,,1867-1905.,1898,,1898,2,2,,"London ; New York;Ward, Lock;1898.",Fiction,,,The lust of hate
